img_name,img_path,target_label,target,split_type
WP_20140820_160_nuk5rnyx.bmi.jpg,mcds/Corrosion/no rust staining/WP_20140820_160_nuk5rnyx.bmi.jpg,Corrosion_NoRustStaining,0,trainval
WA-9217C_8.JPG,mcds/Corrosion/no rust staining/WA-9217C_8.JPG,Corrosion_NoRustStaining,0,test
RIMG2030_1hwpikvd.4h1.jpg,mcds/Corrosion/no rust staining/RIMG2030_1hwpikvd.4h1.jpg,Corrosion_NoRustStaining,0,trainval
IMG_0310_1otx32s0.nic.jpg,mcds/Corrosion/no rust staining/IMG_0310_1otx32s0.nic.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1463_lgn2ojtj.guh.jpg,mcds/Corrosion/no rust staining/RIMG1463_lgn2ojtj.guh.jpg,Corrosion_NoRustStaining,0,trainval
RIMG2145_rdq5gp5q.v5e.jpg,mcds/Corrosion/no rust staining/RIMG2145_rdq5gp5q.v5e.jpg,Corrosion_NoRustStaining,0,trainval
065_cnk5sxjh.ayz.jpg,mcds/Corrosion/no rust staining/065_cnk5sxjh.ayz.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1790_hplmmxhp.4wh.jpg,mcds/Corrosion/no rust staining/RIMG1790_hplmmxhp.4wh.jpg,Corrosion_NoRustStaining,0,trainval
016_0fop1kjm.yyx.jpg,mcds/Corrosion/no rust staining/016_0fop1kjm.yyx.jpg,Corrosion_NoRustStaining,0,trainval
RIMG5412_4uer1wmp.34g.jpg,mcds/Corrosion/no rust staining/RIMG5412_4uer1wmp.34g.jpg,Corrosion_NoRustStaining,0,trainval
079_nitchhkn.dpb.jpg,mcds/Corrosion/no rust staining/079_nitchhkn.dpb.jpg,Corrosion_NoRustStaining,0,trainval
RIMG2155_o43mpqqd.cyp.jpg,mcds/Corrosion/no rust staining/RIMG2155_o43mpqqd.cyp.jpg,Corrosion_NoRustStaining,0,test
crack59.jpg,mcds/Corrosion/no rust staining/crack59.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1427_caogenmk.gs1.jpg,mcds/Corrosion/no rust staining/RIMG1427_caogenmk.gs1.jpg,Corrosion_NoRustStaining,0,trainval
WP_20140428_020_l0losy22.wjk.jpg,mcds/Corrosion/no rust staining/WP_20140428_020_l0losy22.wjk.jpg,Corrosion_NoRustStaining,0,trainval
IMG_0529_esnn4wrg.3az.jpg,mcds/Corrosion/no rust staining/IMG_0529_esnn4wrg.3az.jpg,Corrosion_NoRustStaining,0,trainval
006_esktmdp0.le4.jpg,mcds/Corrosion/no rust staining/006_esktmdp0.le4.jpg,Corrosion_NoRustStaining,0,test
IMG_3330_opkjolo3.whw.jpg,mcds/Corrosion/no rust staining/IMG_3330_opkjolo3.whw.jpg,Corrosion_NoRustStaining,0,test
RIMG1469_qlluexop.zdq.jpg,mcds/Corrosion/no rust staining/RIMG1469_qlluexop.zdq.jpg,Corrosion_NoRustStaining,0,test
NV-B636-05022016-FLD-DC-VIC-005-RNB1-1_u05falvv.kf4.jpg,mcds/Corrosion/no rust staining/NV-B636-05022016-FLD-DC-VIC-005-RNB1-1_u05falvv.kf4.jpg,Corrosion_NoRustStaining,0,trainval
crack71.jpg,mcds/Corrosion/no rust staining/crack71.jpg,Corrosion_NoRustStaining,0,trainval
RIMG2441_yxabfu4g.2uw.jpg,mcds/Corrosion/no rust staining/RIMG2441_yxabfu4g.2uw.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1462_4rveu53d.hk2.jpg,mcds/Corrosion/no rust staining/RIMG1462_4rveu53d.hk2.jpg,Corrosion_NoRustStaining,0,trainval
WA-09222016-13198A-FLD-DC-VIC-005-UD5-1_0c01sxrc.g2v.jpg,mcds/Corrosion/no rust staining/WA-09222016-13198A-FLD-DC-VIC-005-UD5-1_0c01sxrc.g2v.jpg,Corrosion_NoRustStaining,0,trainval
017_w1hvfhw4.zkq.jpg,mcds/Corrosion/no rust staining/017_w1hvfhw4.zkq.jpg,Corrosion_NoRustStaining,0,trainval
RIMG2913_f0vl1xsd.whs.jpg,mcds/Corrosion/no rust staining/RIMG2913_f0vl1xsd.whs.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1552_sxjpgf5p.ntd.jpg,mcds/Corrosion/no rust staining/RIMG1552_sxjpgf5p.ntd.jpg,Corrosion_NoRustStaining,0,trainval
RIMG1403_xxlncizv.4ij.jpg,mcds/Corrosion/no rust staining/RIMG1403_xxlncizv.4ij.jpg,Corrosion_NoRustStaining,0,trainval
AZ-1836_1.JPG,mcds/Corrosion/no rust staining/AZ-1836_1.JPG,Corrosion_NoRustStaining,0,trainval
002_ocpp5ini.zep.jpg,mcds/Corrosion/no rust staining/002_ocpp5ini.zep.jpg,Corrosion_NoRustStaining,0,trainval
001_kwmsqgk2.yfv.jpg,mcds/Corrosion/no rust staining/001_kwmsqgk2.yfv.jpg,Corrosion_NoRustStaining,0,test
RIMG3657_euda4tpc.5y1.jpg,mcds/Corrosion/no rust staining/RIMG3657_euda4tpc.5y1.jpg,Corrosion_NoRustStaining,0,trainval
CA-560759L-6232016-FLD-DC-VIC-005-G55-002_1xnqqeul.lmn.jpg,mcds/Corrosion/no rust staining/CA-560759L-6232016-FLD-DC-VIC-005-G55-002_1xnqqeul.lmn.jpg,Corrosion_NoRustStaining,0,trainval
RIMG5408_pzynaxuu.wdr.jpg,mcds/Corrosion/no rust staining/RIMG5408_pzynaxuu.wdr.jpg,Corrosion_NoRustStaining,0,trainval
OR-07562A_21.JPG,mcds/Corrosion/no rust staining/OR-07562A_21.JPG,Corrosion_NoRustStaining,0,trainval
RIMG2123_ulcax01q.txv.jpg,mcds/Corrosion/no rust staining/RIMG2123_ulcax01q.txv.jpg,Corrosion_NoRustStaining,0,trainval
OR-07562A_35.JPG,mcds/Corrosion/no rust staining/OR-07562A_35.JPG,Corrosion_NoRustStaining,0,trainval
crack27.jpg,mcds/Corrosion/no rust staining/crack27.jpg,Corrosion_NoRustStaining,0,trainval
NV-I2699S-05092016-FLD-DC-VIC-005-BG6-1_rikcxj0k.jil.jpg,mcds/Corrosion/no rust staining/NV-I2699S-05092016-FLD-DC-VIC-005-BG6-1_rikcxj0k.jil.jpg,Corrosion_NoRustStaining,0,test
RIMG8727_51itokwo.wj3.jpg,mcds/Corrosion/no rust staining/RIMG8727_51itokwo.wj3.jpg,Corrosion_NoRustStaining,0,trainval
CA-560759L-6232016-FLD-DC-VIC-005-G44-003_ep3hniai.p4a.jpg,mcds/Corrosion/no rust staining/CA-560759L-6232016-FLD-DC-VIC-005-G44-003_ep3hniai.p4a.jpg,Corrosion_NoRustStaining,0,test
RIMG1667_tlsszdil.mif.jpg,mcds/Corrosion/no rust staining/RIMG1667_tlsszdil.mif.jpg,Corrosion_NoRustStaining,0,trainval
