img_name,img_path,Cracked_Deck,Uncracked_Deck,Cracked_Pavement,Uncracked_Pavement,Cracked_Wall,Uncracked_Wall,split_type
7001-115.jpg,sdnet/D/CD/7001-115.jpg,1,0,0,0,0,0,test
7001-139.jpg,sdnet/D/CD/7001-139.jpg,1,0,0,0,0,0,test
7001-151.jpg,sdnet/D/CD/7001-151.jpg,1,0,0,0,0,0,val
7001-157.jpg,sdnet/D/CD/7001-157.jpg,1,0,0,0,0,0,val
7001-169.jpg,sdnet/D/CD/7001-169.jpg,1,0,0,0,0,0,train
7001-17.jpg,sdnet/D/CD/7001-17.jpg,1,0,0,0,0,0,train
7001-173.jpg,sdnet/D/CD/7001-173.jpg,1,0,0,0,0,0,train
7001-178.jpg,sdnet/D/CD/7001-178.jpg,1,0,0,0,0,0,val
7001-187.jpg,sdnet/D/CD/7001-187.jpg,1,0,0,0,0,0,val
7001-2.jpg,sdnet/D/CD/7001-2.jpg,1,0,0,0,0,0,test
7001-208.jpg,sdnet/D/CD/7001-208.jpg,1,0,0,0,0,0,train
7001-21.jpg,sdnet/D/CD/7001-21.jpg,1,0,0,0,0,0,train
7001-22.jpg,sdnet/D/CD/7001-22.jpg,1,0,0,0,0,0,val
7001-225.jpg,sdnet/D/CD/7001-225.jpg,1,0,0,0,0,0,train
7001-226.jpg,sdnet/D/CD/7001-226.jpg,1,0,0,0,0,0,test
7001-236.jpg,sdnet/D/CD/7001-236.jpg,1,0,0,0,0,0,test
7001-237.jpg,sdnet/D/CD/7001-237.jpg,1,0,0,0,0,0,train
7001-25.jpg,sdnet/D/CD/7001-25.jpg,1,0,0,0,0,0,train
7001-26.jpg,sdnet/D/CD/7001-26.jpg,1,0,0,0,0,0,val
7001-27.jpg,sdnet/D/CD/7001-27.jpg,1,0,0,0,0,0,val
7001-40.jpg,sdnet/D/CD/7001-40.jpg,1,0,0,0,0,0,train
7001-41.jpg,sdnet/D/CD/7001-41.jpg,1,0,0,0,0,0,train
7001-42.jpg,sdnet/D/CD/7001-42.jpg,1,0,0,0,0,0,train
7001-43.jpg,sdnet/D/CD/7001-43.jpg,1,0,0,0,0,0,val
7001-56.jpg,sdnet/D/CD/7001-56.jpg,1,0,0,0,0,0,train
7001-57.jpg,sdnet/D/CD/7001-57.jpg,1,0,0,0,0,0,val
7001-60.jpg,sdnet/D/CD/7001-60.jpg,1,0,0,0,0,0,train
7001-68.jpg,sdnet/D/CD/7001-68.jpg,1,0,0,0,0,0,train
7001-78.jpg,sdnet/D/CD/7001-78.jpg,1,0,0,0,0,0,train
7001-79.jpg,sdnet/D/CD/7001-79.jpg,1,0,0,0,0,0,train
7001-86.jpg,sdnet/D/CD/7001-86.jpg,1,0,0,0,0,0,val
7001-97.jpg,sdnet/D/CD/7001-97.jpg,1,0,0,0,0,0,train
7001-98.jpg,sdnet/D/CD/7001-98.jpg,1,0,0,0,0,0,val
7002-104.jpg,sdnet/D/CD/7002-104.jpg,1,0,0,0,0,0,test
7002-106.jpg,sdnet/D/CD/7002-106.jpg,1,0,0,0,0,0,train
7002-112.jpg,sdnet/D/CD/7002-112.jpg,1,0,0,0,0,0,val
7002-117.jpg,sdnet/D/CD/7002-117.jpg,1,0,0,0,0,0,val
7002-119.jpg,sdnet/D/CD/7002-119.jpg,1,0,0,0,0,0,train
7002-122.jpg,sdnet/D/CD/7002-122.jpg,1,0,0,0,0,0,train
7002-124.jpg,sdnet/D/CD/7002-124.jpg,1,0,0,0,0,0,train
7002-134.jpg,sdnet/D/CD/7002-134.jpg,1,0,0,0,0,0,train
7002-14.jpg,sdnet/D/CD/7002-14.jpg,1,0,0,0,0,0,train
7002-152.jpg,sdnet/D/CD/7002-152.jpg,1,0,0,0,0,0,train
7002-162.jpg,sdnet/D/CD/7002-162.jpg,1,0,0,0,0,0,train
7002-176.jpg,sdnet/D/CD/7002-176.jpg,1,0,0,0,0,0,val
7002-190.jpg,sdnet/D/CD/7002-190.jpg,1,0,0,0,0,0,train
7002-194.jpg,sdnet/D/CD/7002-194.jpg,1,0,0,0,0,0,train
7002-212.jpg,sdnet/D/CD/7002-212.jpg,1,0,0,0,0,0,val
7002-216.jpg,sdnet/D/CD/7002-216.jpg,1,0,0,0,0,0,train
7002-252.jpg,sdnet/D/CD/7002-252.jpg,1,0,0,0,0,0,train
7002-27.jpg,sdnet/D/CD/7002-27.jpg,1,0,0,0,0,0,train
7002-28.jpg,sdnet/D/CD/7002-28.jpg,1,0,0,0,0,0,test
7002-32.jpg,sdnet/D/CD/7002-32.jpg,1,0,0,0,0,0,train
7002-33.jpg,sdnet/D/CD/7002-33.jpg,1,0,0,0,0,0,train
7002-34.jpg,sdnet/D/CD/7002-34.jpg,1,0,0,0,0,0,train
7002-41.jpg,sdnet/D/CD/7002-41.jpg,1,0,0,0,0,0,val
7002-46.jpg,sdnet/D/CD/7002-46.jpg,1,0,0,0,0,0,test
7002-47.jpg,sdnet/D/CD/7002-47.jpg,1,0,0,0,0,0,test
7002-48.jpg,sdnet/D/CD/7002-48.jpg,1,0,0,0,0,0,train
7002-49.jpg,sdnet/D/CD/7002-49.jpg,1,0,0,0,0,0,train
7002-50.jpg,sdnet/D/CD/7002-50.jpg,1,0,0,0,0,0,train
7002-59.jpg,sdnet/D/CD/7002-59.jpg,1,0,0,0,0,0,train
7002-63.jpg,sdnet/D/CD/7002-63.jpg,1,0,0,0,0,0,test
7002-64.jpg,sdnet/D/CD/7002-64.jpg,1,0,0,0,0,0,train
7002-66.jpg,sdnet/D/CD/7002-66.jpg,1,0,0,0,0,0,val
7002-67.jpg,sdnet/D/CD/7002-67.jpg,1,0,0,0,0,0,train
7002-74.jpg,sdnet/D/CD/7002-74.jpg,1,0,0,0,0,0,test
7002-79.jpg,sdnet/D/CD/7002-79.jpg,1,0,0,0,0,0,val
7002-81.jpg,sdnet/D/CD/7002-81.jpg,1,0,0,0,0,0,val
7002-85.jpg,sdnet/D/CD/7002-85.jpg,1,0,0,0,0,0,train
7002-86.jpg,sdnet/D/CD/7002-86.jpg,1,0,0,0,0,0,val
7002-9.jpg,sdnet/D/CD/7002-9.jpg,1,0,0,0,0,0,val
7002-99.jpg,sdnet/D/CD/7002-99.jpg,1,0,0,0,0,0,train
7003-145.jpg,sdnet/D/CD/7003-145.jpg,1,0,0,0,0,0,test
7003-15.jpg,sdnet/D/CD/7003-15.jpg,1,0,0,0,0,0,train
7003-16.jpg,sdnet/D/CD/7003-16.jpg,1,0,0,0,0,0,test
7003-162.jpg,sdnet/D/CD/7003-162.jpg,1,0,0,0,0,0,test
7003-163.jpg,sdnet/D/CD/7003-163.jpg,1,0,0,0,0,0,train
7003-166.jpg,sdnet/D/CD/7003-166.jpg,1,0,0,0,0,0,train
7003-17.jpg,sdnet/D/CD/7003-17.jpg,1,0,0,0,0,0,test
7003-18.jpg,sdnet/D/CD/7003-18.jpg,1,0,0,0,0,0,test
7003-195.jpg,sdnet/D/CD/7003-195.jpg,1,0,0,0,0,0,test
7003-210.jpg,sdnet/D/CD/7003-210.jpg,1,0,0,0,0,0,test
7003-211.jpg,sdnet/D/CD/7003-211.jpg,1,0,0,0,0,0,val
7003-227.jpg,sdnet/D/CD/7003-227.jpg,1,0,0,0,0,0,train
7003-229.jpg,sdnet/D/CD/7003-229.jpg,1,0,0,0,0,0,test
