img_name,img_path,name,split_type,NoDamage,Crack,Efflorescence,Spalling,BarsExposed,Rust,CLASSES_STRING,CLASSES_N
17.jpg,bcd/images/17.jpg,bcd,test,1,0,0,0,0,0,N,1
42.jpg,bcd/images/42.jpg,bcd,test,1,0,0,0,0,0,N,1
55.jpg,bcd/images/55.jpg,bcd,test,1,0,0,0,0,0,N,1
66.jpg,bcd/images/66.jpg,bcd,test,1,0,0,0,0,0,N,1
90.jpg,bcd/images/90.jpg,bcd,test,1,0,0,0,0,0,N,1
94.jpg,bcd/images/94.jpg,bcd,test,1,0,0,0,0,0,N,1
97.jpg,bcd/images/97.jpg,bcd,test,1,0,0,0,0,0,N,1
115.jpg,bcd/images/115.jpg,bcd,test,1,0,0,0,0,0,N,1
139.jpg,bcd/images/139.jpg,bcd,test,1,0,0,0,0,0,N,1
143.jpg,bcd/images/143.jpg,bcd,test,1,0,0,0,0,0,N,1
146.jpg,bcd/images/146.jpg,bcd,test,1,0,0,0,0,0,N,1
148.jpg,bcd/images/148.jpg,bcd,test,1,0,0,0,0,0,N,1
171.jpg,bcd/images/171.jpg,bcd,test,1,0,0,0,0,0,N,1
181.jpg,bcd/images/181.jpg,bcd,test,1,0,0,0,0,0,N,1
183.jpg,bcd/images/183.jpg,bcd,test,1,0,0,0,0,0,N,1
193.jpg,bcd/images/193.jpg,bcd,test,1,0,0,0,0,0,N,1
209.jpg,bcd/images/209.jpg,bcd,test,1,0,0,0,0,0,N,1
222.jpg,bcd/images/222.jpg,bcd,test,1,0,0,0,0,0,N,1
230.jpg,bcd/images/230.jpg,bcd,test,1,0,0,0,0,0,N,1
238.jpg,bcd/images/238.jpg,bcd,test,1,0,0,0,0,0,N,1
246.jpg,bcd/images/246.jpg,bcd,test,1,0,0,0,0,0,N,1
250.jpg,bcd/images/250.jpg,bcd,test,1,0,0,0,0,0,N,1
287.jpg,bcd/images/287.jpg,bcd,test,1,0,0,0,0,0,N,1
311.jpg,bcd/images/311.jpg,bcd,test,1,0,0,0,0,0,N,1
313.jpg,bcd/images/313.jpg,bcd,test,1,0,0,0,0,0,N,1
328.jpg,bcd/images/328.jpg,bcd,test,1,0,0,0,0,0,N,1
361.jpg,bcd/images/361.jpg,bcd,test,1,0,0,0,0,0,N,1
368.jpg,bcd/images/368.jpg,bcd,test,1,0,0,0,0,0,N,1
381.jpg,bcd/images/381.jpg,bcd,test,1,0,0,0,0,0,N,1
417.jpg,bcd/images/417.jpg,bcd,test,1,0,0,0,0,0,N,1
462.jpg,bcd/images/462.jpg,bcd,test,1,0,0,0,0,0,N,1
464.jpg,bcd/images/464.jpg,bcd,test,1,0,0,0,0,0,N,1
492.jpg,bcd/images/492.jpg,bcd,test,1,0,0,0,0,0,N,1
522.jpg,bcd/images/522.jpg,bcd,test,1,0,0,0,0,0,N,1
541.jpg,bcd/images/541.jpg,bcd,test,1,0,0,0,0,0,N,1
551.jpg,bcd/images/551.jpg,bcd,test,1,0,0,0,0,0,N,1
557.jpg,bcd/images/557.jpg,bcd,test,1,0,0,0,0,0,N,1
575.jpg,bcd/images/575.jpg,bcd,test,1,0,0,0,0,0,N,1
576.jpg,bcd/images/576.jpg,bcd,test,1,0,0,0,0,0,N,1
583.jpg,bcd/images/583.jpg,bcd,test,1,0,0,0,0,0,N,1
614.jpg,bcd/images/614.jpg,bcd,test,0,1,0,0,0,0,C,1
617.jpg,bcd/images/617.jpg,bcd,test,0,1,0,0,0,0,C,1
619.jpg,bcd/images/619.jpg,bcd,test,0,1,0,0,0,0,C,1
639.jpg,bcd/images/639.jpg,bcd,test,0,1,0,0,0,0,C,1
642.jpg,bcd/images/642.jpg,bcd,test,0,1,0,0,0,0,C,1
645.jpg,bcd/images/645.jpg,bcd,test,0,1,0,0,0,0,C,1
646.jpg,bcd/images/646.jpg,bcd,test,0,1,0,0,0,0,C,1
654.jpg,bcd/images/654.jpg,bcd,test,0,1,0,0,0,0,C,1
655.jpg,bcd/images/655.jpg,bcd,test,0,1,0,0,0,0,C,1
674.jpg,bcd/images/674.jpg,bcd,test,0,1,0,0,0,0,C,1
676.jpg,bcd/images/676.jpg,bcd,test,0,1,0,0,0,0,C,1
700.jpg,bcd/images/700.jpg,bcd,test,0,1,0,0,0,0,C,1
709.jpg,bcd/images/709.jpg,bcd,test,0,1,0,0,0,0,C,1
714.jpg,bcd/images/714.jpg,bcd,test,0,1,0,0,0,0,C,1
717.jpg,bcd/images/717.jpg,bcd,test,0,1,0,0,0,0,C,1
722.jpg,bcd/images/722.jpg,bcd,test,0,1,0,0,0,0,C,1
724.jpg,bcd/images/724.jpg,bcd,test,0,1,0,0,0,0,C,1
733.jpg,bcd/images/733.jpg,bcd,test,0,1,0,0,0,0,C,1
739.jpg,bcd/images/739.jpg,bcd,test,0,1,0,0,0,0,C,1
